Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
0;"0";"1000";"0";28;28;240;240;0;0.0;0.0
1;"798";"474";"24";82;42;270;280;10;2.976;4.5
2;"702";"24";"24";87;82;290;320;30;10.53;15.8
3;"710";"45";"24";87;82;290;320;30;10.53;15.8
4;"683";"586";"22";11;160;295;326;31;11.48;17.2
5;"886";"126";"27";115;49;295;325;30;11.856;17.8
6;"495";"18";"20";92;160;297;321;24;9.837;14.8
7;"620";"72";"22";160;11;297;326;29;11.288;16.9
8;"933";"99";"29";159;14;297;325;28;11.702;17.6
9;"713";"50";"24";82;87;300;330;30;10.317;15.5
10;"589";"482";"21";43;1;301;324;23;7.961;11.9
11;"833";"186";"26";72;58;301;330;29;9.99;15.0
12;"595";"497";"21";1;43;305;327;22;7.881;11.8
13;"925";"596";"27";25;115;306;324;18;7.217;10.8
14;"1011";"61";"31";42;66;306;320;14;5.729;8.6
15;"1044";"348";"31";66;112;306;332;26;9.546;14.3
16;"614";"34";"22";160;11;308;337;29;11.288;16.9
17;"879";"106";"27";115;49;310;340;30;11.856;17.8
18;"544";"374";"21";1;45;315;338;23;8.468;12.7
19;"965";"4";"30";99;99;315;361;46;17.05;25.6
20;"576";"452";"21";43;1;316;339;23;7.961;11.9
21;"816";"78";"26";72;58;316;345;29;9.99;15.0
22;"741";"109";"24";87;82;317;347;30;10.53;15.8
23;"602";"4";"22";11;160;320;350;30;11.48;17.2
24;"805";"39";"26";72;58;321;350;29;9.99;15.0
25;"496";"21";"20";160;160;323;372;49;18.913;28.4
26;"633";"130";"22";42;160;323;340;17;6.139;9.2
27;"704";"26";"24";82;87;325;355;30;10.317;15.5
28;"711";"47";"24";82;87;325;355;30;10.317;15.5
29;"926";"598";"27";115;49;325;355;30;11.856;17.8
30;"508";"98";"20";92;160;326;350;24;9.837;14.8
31;"891";"192";"27";25;115;326;344;18;7.217;10.8
32;"934";"101";"29";14;159;326;358;32;14.148;21.2
33;"843";"218";"26";60;72;327;353;26;8.389;12.6
34;"887";"128";"27";49;115;327;359;32;12.888;19.3
35;"684";"588";"22";160;11;328;357;29;11.288;16.9
36;"621";"74";"22";11;160;329;359;30;11.48;17.2
37;"590";"484";"21";1;45;330;353;23;8.468;12.7
38;"596";"499";"21";43;1;331;354;23;7.961;11.9
39;"1012";"63";"31";66;25;331;350;19;6.708;10.1
40;"834";"188";"26";58;72;333;363;30;9.569;14.4
41;"715";"52";"24";87;82;335;365;30;10.53;15.8
42;"726";"73";"24";87;82;335;365;30;10.53;15.8
43;"1005";"42";"31";42;66;336;350;14;5.729;8.6
44;"892";"194";"27";115;49;345;375;30;11.856;17.8
45;"880";"108";"27";49;115;347;379;32;12.888;19.3
46;"634";"132";"22";160;11;348;377;29;11.288;16.9
47;"615";"36";"22";11;160;350;380;30;11.48;17.2
48;"817";"80";"26";58;72;353;383;30;9.569;14.4
49;"1045";"350";"31";112;63;355;383;28;11.471;17.2
50;"844";"222";"26";72;58;356;385;29;9.99;15.0
51;"603";"6";"22";160;11;359;388;29;11.288;16.9
52;"935";"103";"29";159;42;359;382;23;10.305;15.5
53;"545";"376";"21";45;1;360;384;24;8.431;12.6
54;"888";"130";"27";115;49;360;390;30;11.856;17.8
55;"577";"454";"21";1;45;361;384;23;8.468;12.7
56;"706";"28";"24";87;82;361;391;30;10.53;15.8
57;"712";"49";"24";87;82;361;391;30;10.53;15.8
58;"927";"600";"27";49;115;362;394;32;12.888;19.3
59;"509";"101";"20";160;160;363;412;49;18.913;28.4
60;"742";"111";"24";82;87;364;394;30;10.317;15.5
61;"685";"590";"22";11;160;365;395;30;11.48;17.2
62;"1006";"44";"31";66;112;366;392;26;9.546;14.3
63;"622";"76";"22";160;11;367;396;29;11.288;16.9
64;"835";"192";"26";72;58;371;400;29;9.99;15.0
65;"591";"486";"21";45;1;375;399;24;8.431;12.6
