Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
0;"0";"1000";"0";28;28;240;240;0;0.0;0.0
1;"833";"186";"26";72;58;301;330;29;9.99;15.0
2;"816";"78";"26";72;58;316;345;29;9.99;15.0
3;"805";"39";"26";72;58;321;350;29;9.99;15.0
4;"843";"218";"26";60;72;327;353;26;8.389;12.6
5;"834";"188";"26";58;72;333;363;30;9.569;14.4
6;"817";"80";"26";58;72;353;383;30;9.569;14.4
7;"844";"222";"26";72;58;356;385;29;9.99;15.0
8;"835";"192";"26";72;58;371;400;29;9.99;15.0
9;"806";"41";"26";58;72;383;413;30;9.569;14.4
10;"818";"84";"26";72;58;388;417;29;9.99;15.0
11;"845";"224";"26";58;72;393;423;30;9.569;14.4
12;"836";"194";"26";58;72;413;443;30;9.569;14.4
13;"807";"45";"26";72;58;416;445;29;9.99;15.0
14;"819";"86";"26";58;72;425;455;30;9.569;14.4
15;"846";"228";"26";72;58;431;460;29;9.99;15.0
16;"837";"198";"26";72;58;446;475;29;9.99;15.0
17;"808";"47";"26";58;72;448;478;30;9.569;14.4
18;"847";"230";"26";58;42;483;499;16;4.682;7.0
19;"838";"200";"26";58;72;513;543;30;9.569;14.4
20;"839";"204";"26";72;58;555;584;29;9.99;15.0
21;"840";"206";"26";58;72;593;623;30;9.569;14.4
22;"841";"209";"26";72;58;625;654;29;9.99;15.0
23;"842";"211";"26";58;42;663;679;16;4.682;7.0
24;"809";"52";"26";72;58;690;719;29;9.99;15.0
25;"810";"54";"26";58;72;726;756;30;9.569;14.4
26;"811";"58";"26";72;58;760;789;29;9.99;15.0
27;"812";"60";"26";58;72;796;826;30;9.569;14.4
28;"820";"91";"26";42;58;815;831;16;4.999;7.5
29;"829";"171";"26";72;58;815;844;29;9.99;15.0
30;"848";"234";"26";72;58;830;859;29;9.99;15.0
31;"821";"93";"26";58;72;843;873;30;9.569;14.4
32;"813";"65";"26";72;58;845;874;29;9.99;15.0
33;"830";"173";"26";58;72;851;881;30;9.569;14.4
34;"822";"96";"26";72;58;875;904;29;9.99;15.0
35;"849";"236";"26";58;72;876;906;30;9.569;14.4
36;"814";"67";"26";58;72;906;936;30;9.569;14.4
37;"831";"178";"26";72;58;910;939;29;9.99;15.0
38;"850";"241";"26";72;58;935;964;29;9.99;15.0
39;"823";"98";"26";58;72;936;966;30;9.569;14.4
40;"815";"72";"26";72;42;965;978;13;4.404;6.6
41;"832";"180";"26";58;72;966;996;30;9.569;14.4
42;"824";"103";"26";72;58;995;1024;29;9.99;15.0
43;"851";"243";"26";58;72;996;1026;30;9.569;14.4
44;"825";"105";"26";58;72;1026;1056;30;9.569;14.4
45;"852";"247";"26";72;58;1030;1059;29;9.99;15.0
46;"826";"110";"26";72;42;1085;1098;13;4.404;6.6
47;"853";"249";"26";58;72;1086;1116;30;9.569;14.4
48;"827";"165";"26";42;58;1303;1315;12;4.999;7.5
49;"828";"167";"26";58;42;1326;1342;16;4.682;7.0
50;"0";"1000";"0";28;28;1680;1680;0;0.0;0.0
