Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
0;"0";"1000";"0";28;28;240;240;0;0.0;0.0
1;"38";"449";"3";77;77;297;334;37;10.579;15.9
2;"362";"66";"7";96;49;299;333;34;11.152;16.7
3;"50";"489";"3";77;77;312;349;37;10.579;15.9
4;"357";"32";"7";49;96;315;350;35;11.216;16.8
5;"162";"34";"5";77;92;318;345;27;7.371;11.1
6;"149";"4";"5";92;77;320;345;25;7.504;11.3
7;"361";"44";"7";96;49;322;356;34;11.152;16.7
8;"42";"463";"3";77;77;327;364;37;10.579;15.9
9;"176";"65";"5";77;92;338;365;27;7.371;11.1
10;"39";"452";"3";77;77;342;379;37;10.579;15.9
11;"363";"68";"7";49;96;345;380;35;11.216;16.8
12;"163";"36";"5";92;77;350;375;25;7.504;11.3
13;"51";"492";"3";77;77;352;389;37;10.579;15.9
14;"358";"34";"7";96;49;352;386;34;11.152;16.7
15;"150";"6";"5";77;92;358;385;27;7.371;11.1
16;"24";"227";"3";77;77;362;399;37;10.579;15.9
17;"177";"67";"5";92;77;370;395;25;7.504;11.3
18;"43";"466";"3";77;77;372;409;37;10.579;15.9
19;"371";"141";"7";49;96;375;410;35;11.216;16.8
20;"164";"38";"5";77;92;378;405;27;7.371;11.1
21;"40";"455";"3";77;77;382;419;37;10.579;15.9
22;"364";"70";"7";96;49;382;416;34;11.152;16.7
23;"151";"8";"5";92;77;390;415;25;7.504;11.3
24;"76";"573";"3";77;77;392;429;37;10.579;15.9
25;"178";"69";"5";77;92;398;425;27;7.371;11.1
26;"52";"495";"3";77;77;402;439;37;10.579;15.9
27;"359";"36";"7";49;96;405;440;35;11.216;16.8
28;"165";"40";"5";92;77;410;435;25;7.504;11.3
29;"44";"469";"3";77;77;412;449;37;10.579;15.9
30;"372";"143";"7";96;49;412;446;34;11.152;16.7
31;"152";"10";"5";77;92;418;445;27;7.371;11.1
32;"25";"230";"3";77;77;422;459;37;10.579;15.9
33;"179";"71";"5";92;77;430;455;25;7.504;11.3
34;"41";"458";"3";77;77;432;469;37;10.579;15.9
35;"365";"73";"7";49;96;435;470;35;11.216;16.8
36;"166";"42";"5";77;92;438;465;27;7.371;11.1
37;"77";"576";"3";77;77;442;479;37;10.579;15.9
38;"360";"38";"7";96;49;442;476;34;11.152;16.7
39;"153";"12";"5";92;77;450;475;25;7.504;11.3
40;"53";"498";"3";77;77;452;489;37;10.579;15.9
41;"180";"73";"5";77;92;458;485;27;7.371;11.1
42;"26";"233";"3";77;77;462;499;37;10.579;15.9
43;"167";"44";"5";92;77;470;495;25;7.504;11.3
44;"45";"472";"3";77;77;472;509;37;10.579;15.9
45;"366";"75";"7";96;49;472;506;34;11.152;16.7
46;"154";"14";"5";77;92;478;505;27;7.371;11.1
47;"78";"579";"3";77;77;482;519;37;10.579;15.9
48;"229";"422";"5";92;77;490;515;25;7.504;11.3
49;"393";"243";"7";49;96;495;530;35;11.216;16.8
50;"208";"354";"5";77;92;498;525;27;7.371;11.1
51;"27";"236";"3";77;77;502;539;37;10.579;15.9
52;"155";"16";"5";92;77;510;535;25;7.504;11.3
53;"230";"424";"5";77;92;518;545;27;7.371;11.1
54;"54";"501";"3";77;77;522;559;37;10.579;15.9
55;"181";"75";"5";92;77;530;555;25;7.504;11.3
56;"394";"245";"7";96;49;532;566;34;11.152;16.7
57;"168";"46";"5";77;92;538;565;27;7.371;11.1
58;"46";"475";"3";77;77;542;579;37;10.579;15.9
59;"211";"363";"5";92;77;550;575;25;7.504;11.3
60;"367";"79";"7";49;96;555;590;35;11.216;16.8
61;"182";"77";"5";77;92;558;585;27;7.371;11.1
62;"20";"215";"3";77;77;562;599;37;10.579;15.9
63;"169";"48";"5";92;77;570;595;25;7.504;11.3
64;"156";"18";"5";77;92;578;605;27;7.371;11.1
65;"55";"504";"3";77;77;582;619;37;10.579;15.9
66;"183";"79";"5";92;77;590;615;25;7.504;11.3
67;"368";"81";"7";96;49;592;626;34;11.152;16.7
68;"170";"50";"5";77;92;598;625;27;7.371;11.1
69;"47";"478";"3";77;77;602;639;37;10.579;15.9
70;"157";"20";"5";92;77;610;635;25;7.504;11.3
71;"349";"12";"7";49;96;615;650;35;11.216;16.8
72;"184";"81";"5";77;92;618;645;27;7.371;11.1
73;"21";"218";"3";77;77;622;659;37;10.579;15.9
74;"171";"52";"5";92;77;630;655;25;7.504;11.3
75;"158";"22";"5";77;92;638;665;27;7.371;11.1
76;"56";"507";"3";77;77;642;679;37;10.579;15.9
77;"227";"400";"5";92;77;650;675;25;7.504;11.3
78;"350";"14";"7";96;49;652;686;34;11.152;16.7
79;"172";"54";"5";77;92;658;685;27;7.371;11.1
80;"48";"481";"3";77;77;662;699;37;10.579;15.9
81;"185";"83";"5";92;77;670;695;25;7.504;11.3
82;"375";"163";"7";49;96;675;710;35;11.216;16.8
83;"228";"402";"5";77;92;678;705;27;7.371;11.1
84;"22";"221";"3";77;77;682;719;37;10.579;15.9
85;"159";"24";"5";92;77;690;715;25;7.504;11.3
86;"186";"85";"5";77;92;698;725;27;7.371;11.1
87;"57";"510";"3";77;77;702;739;37;10.579;15.9
88;"173";"56";"5";92;77;710;735;25;7.504;11.3
89;"376";"165";"7";96;49;712;746;34;11.152;16.7
90;"160";"26";"5";77;92;718;745;27;7.371;11.1
91;"49";"484";"3";77;77;722;759;37;10.579;15.9
92;"187";"87";"5";92;77;730;755;25;7.504;11.3
93;"351";"16";"7";49;96;735;770;35;11.216;16.8
94;"174";"58";"5";77;92;738;765;27;7.371;11.1
95;"23";"224";"3";77;77;742;779;37;10.579;15.9
96;"161";"28";"5";92;77;750;775;25;7.504;11.3
97;"209";"360";"5";77;92;758;785;27;7.371;11.1
98;"58";"513";"3";77;77;762;799;37;10.579;15.9
99;"175";"60";"5";92;77;770;795;25;7.504;11.3
100;"352";"18";"7";96;49;772;806;34;11.152;16.7
101;"377";"167";"7";49;96;775;810;35;11.216;16.8
102;"212";"369";"5";77;92;778;805;27;7.371;11.1
103;"66";"540";"3";77;77;782;819;37;10.579;15.9
104;"210";"362";"5";92;77;790;815;25;7.504;11.3
105;"381";"194";"7";49;96;795;830;35;11.216;16.8
106;"232";"493";"5";77;92;798;825;27;7.371;11.1
107;"59";"517";"3";77;77;802;839;37;10.579;15.9
108;"213";"371";"5";92;77;810;835;25;7.504;11.3
109;"353";"20";"7";49;96;810;845;35;11.216;16.8
110;"378";"169";"7";96;49;815;849;34;11.152;16.7
111;"194";"291";"5";77;92;818;845;27;7.371;11.1
112;"28";"416";"3";77;77;822;859;37;10.579;15.9
113;"233";"495";"5";92;77;830;855;25;7.504;11.3
114;"67";"543";"3";77;77;832;869;37;10.579;15.9
115;"382";"196";"7";96;49;832;866;34;11.152;16.7
116;"387";"223";"7";49;96;835;870;35;11.216;16.8
117;"214";"373";"5";77;92;838;865;27;7.371;11.1
118;"16";"29";"3";77;77;842;879;37;10.579;15.9
119;"354";"22";"7";96;49;847;881;34;11.152;16.7
120;"195";"293";"5";92;77;850;875;25;7.504;11.3
121;"60";"520";"3";77;77;852;889;37;10.579;15.9
122;"379";"171";"7";49;96;855;890;35;11.216;16.8
123;"188";"276";"5";77;92;858;885;27;7.371;11.1
124;"12";"16";"3";77;77;862;899;37;10.579;15.9
125;"215";"375";"5";92;77;870;895;25;7.504;11.3
126;"345";"2";"7";49;96;870;905;35;11.216;16.8
127;"29";"419";"3";77;77;872;909;37;10.579;15.9
128;"388";"225";"7";96;49;872;906;34;11.152;16.7
129;"234";"497";"5";77;92;878;905;27;7.371;11.1
130;"68";"546";"3";77;77;882;919;37;10.579;15.9
131;"189";"278";"5";92;77;890;915;25;7.504;11.3
132;"17";"32";"3";77;77;892;929;37;10.579;15.9
133;"380";"173";"7";96;49;892;926;34;11.152;16.7
134;"355";"24";"7";49;96;895;930;35;11.216;16.8
135;"196";"295";"5";77;92;898;925;27;7.371;11.1
136;"61";"523";"3";77;77;902;939;37;10.579;15.9
137;"346";"4";"7";96;49;907;941;34;11.152;16.7
138;"235";"499";"5";92;77;910;935;25;7.504;11.3
139;"13";"19";"3";77;77;912;949;37;10.579;15.9
140;"369";"91";"7";49;96;915;950;35;11.216;16.8
141;"216";"377";"5";77;92;918;945;27;7.371;11.1
142;"30";"422";"3";77;77;922;959;37;10.579;15.9
143;"197";"297";"5";92;77;930;955;25;7.504;11.3
144;"389";"227";"7";49;96;930;965;35;11.216;16.8
145;"69";"549";"3";77;77;932;969;37;10.579;15.9
146;"356";"26";"7";96;49;932;966;34;11.152;16.7
147;"190";"280";"5";77;92;938;965;27;7.371;11.1
148;"18";"35";"3";77;77;942;979;37;10.579;15.9
149;"217";"379";"5";92;77;950;975;25;7.504;11.3
150;"62";"526";"3";77;77;952;989;37;10.579;15.9
151;"370";"93";"7";96;49;955;989;34;11.152;16.7
152;"236";"501";"5";77;92;958;985;27;7.371;11.1
153;"14";"22";"3";77;77;962;999;37;10.579;15.9
154;"390";"229";"7";96;49;967;1001;34;11.152;16.7
155;"191";"282";"5";92;77;970;995;25;7.504;11.3
156;"347";"6";"7";49;96;970;1005;35;11.216;16.8
157;"31";"425";"3";77;77;977;1014;37;10.579;15.9
158;"198";"299";"5";77;92;978;1005;27;7.371;11.1
159;"237";"503";"5";92;77;990;1015;25;7.504;11.3
160;"391";"231";"7";49;96;990;1025;35;11.216;16.8
161;"19";"38";"3";77;77;992;1029;37;10.579;15.9
162;"218";"381";"5";77;92;998;1025;27;7.371;11.1
163;"15";"25";"3";77;77;1007;1044;37;10.579;15.9
164;"348";"8";"7";96;49;1007;1041;34;11.152;16.7
165;"199";"301";"5";92;77;1010;1035;25;7.504;11.3
166;"192";"284";"5";77;92;1018;1045;27;7.371;11.1
167;"70";"552";"3";77;77;1022;1059;37;10.579;15.9
168;"392";"233";"7";96;49;1027;1061;34;11.152;16.7
169;"219";"383";"5";92;77;1030;1055;25;7.504;11.3
170;"395";"265";"7";49;96;1035;1069;34;11.216;16.8
171;"32";"428";"3";77;77;1037;1074;37;10.579;15.9
172;"238";"505";"5";77;92;1038;1065;27;7.371;11.1
173;"193";"286";"5";92;77;1050;1075;25;7.504;11.3
174;"63";"529";"3";77;77;1052;1089;37;10.579;15.9
175;"200";"303";"5";77;92;1058;1085;27;7.371;11.1
176;"71";"555";"3";77;77;1067;1104;37;10.579;15.9
177;"396";"267";"7";96;49;1072;1106;34;11.152;16.7
178;"239";"507";"5";92;77;1080;1103;23;7.504;11.3
179;"33";"431";"3";77;77;1082;1116;34;10.579;15.9
180;"220";"385";"5";77;92;1083;1107;24;7.371;11.1
181;"373";"145";"7";49;96;1095;1126;31;11.216;16.8
182;"64";"532";"3";77;77;1102;1136;34;10.579;15.9
183;"201";"305";"5";92;77;1105;1128;23;7.504;11.3
184;"240";"509";"5";77;92;1118;1142;24;7.371;11.1
185;"72";"558";"3";77;77;1122;1156;34;10.579;15.9
186;"221";"387";"5";92;77;1125;1148;23;7.504;11.3
187;"374";"147";"7";96;49;1132;1164;32;11.152;16.7
188;"65";"535";"3";77;77;1142;1176;34;10.579;15.9
189;"202";"307";"5";77;92;1143;1167;24;7.371;11.1
190;"231";"427";"5";92;77;1150;1173;23;7.504;11.3
191;"383";"208";"7";49;96;1155;1186;31;11.216;16.8
192;"73";"561";"3";77;77;1162;1196;34;10.579;15.9
193;"222";"389";"5";77;92;1170;1194;24;7.371;11.1
194;"203";"309";"5";92;77;1175;1198;23;7.504;11.3
195;"34";"434";"3";77;77;1187;1221;34;10.579;15.9
196;"384";"210";"7";96;49;1192;1224;32;11.152;16.7
197;"204";"311";"5";77;92;1205;1229;24;7.371;11.1
198;"223";"391";"5";92;77;1210;1233;23;7.504;11.3
199;"74";"564";"3";77;77;1212;1246;34;10.579;15.9
200;"385";"212";"7";49;96;1235;1266;31;11.216;16.8
201;"35";"437";"3";77;77;1237;1271;34;10.579;15.9
202;"205";"313";"5";92;77;1245;1268;23;7.504;11.3
203;"224";"393";"5";77;92;1245;1269;24;7.371;11.1
204;"75";"567";"3";77;77;1262;1296;34;10.579;15.9
205;"386";"214";"7";96;49;1267;1299;32;11.152;16.7
206;"225";"395";"5";92;77;1280;1303;23;7.504;11.3
207;"206";"315";"5";77;92;1285;1309;24;7.371;11.1
208;"36";"440";"3";77;77;1292;1326;34;10.579;15.9
