Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
0;"0";"1000";"0";28;28;240;240;0;0.0;0.0
1;"495";"18";"20";92;160;297;321;24;9.837;14.8
2;"933";"99";"29";159;14;297;325;28;11.702;17.6
3;"1011";"61";"31";42;66;306;320;14;5.729;8.6
4;"1044";"348";"31";66;112;306;332;26;9.546;14.3
5;"965";"4";"30";99;99;315;361;46;17.05;25.6
6;"496";"21";"20";160;160;323;372;49;18.913;28.4
7;"508";"98";"20";92;160;326;350;24;9.837;14.8
8;"934";"101";"29";14;159;326;358;32;14.148;21.2
9;"1012";"63";"31";66;25;331;350;19;6.708;10.1
10;"1005";"42";"31";42;66;336;350;14;5.729;8.6
11;"1045";"350";"31";112;63;355;383;28;11.471;17.2
12;"935";"103";"29";159;42;359;382;23;10.305;15.5
13;"509";"101";"20";160;160;363;412;49;18.913;28.4
14;"1006";"44";"31";66;112;366;392;26;9.546;14.3
15;"966";"7";"30";99;99;375;421;46;17.05;25.6
16;"1046";"352";"31";63;25;388;410;22;8.134;12.2
17;"936";"108";"29";42;159;389;415;26;11.047;16.6
18;"497";"24";"20";160;160;393;442;49;18.913;28.4
19;"1013";"68";"31";42;66;396;410;14;5.729;8.6
20;"1007";"46";"31";112;66;415;440;25;10.69;16.0
21;"937";"110";"29";159;14;419;447;28;11.702;17.6
22;"510";"104";"20";160;160;423;472;49;18.913;28.4
23;"1014";"70";"31";66;42;426;442;16;5.787;8.7
24;"967";"10";"30";99;42;435;470;35;12.305;18.5
25;"498";"27";"20";160;75;445;473;28;10.236;15.4
26;"1008";"48";"31";66;112;451;477;26;9.546;14.3
27;"938";"112";"29";14;159;453;485;32;14.148;21.2
28;"1035";"326";"31";42;66;456;470;14;5.729;8.6
29;"511";"107";"20";160;160;483;532;49;18.913;28.4
30;"939";"114";"29";159;42;489;512;23;10.305;15.5
31;"1036";"328";"31";66;114;511;539;28;10.178;15.3
32;"986";"124";"30";42;501;518;529;11;2.432;3.6
33;"512";"110";"20";160;37;533;545;12;4.347;6.5
34;"987";"126";"30";501;99;540;564;24;9.092;13.6
35;"1037";"330";"31";114;66;543;570;27;11.388;17.1
36;"940";"119";"29";42;159;554;580;26;11.047;16.6
37;"504";"50";"20";230;160;557;566;9;4.152;6.2
38;"988";"129";"30";99;501;567;589;22;7.145;10.7
39;"505";"53";"20";160;160;568;617;49;18.913;28.4
40;"941";"121";"29";159;14;584;612;28;11.702;17.6
41;"1038";"332";"31";66;114;596;624;28;10.178;15.3
42;"989";"131";"30";501;42;600;613;13;4.347;6.5
43;"942";"123";"29";14;42;618;627;9;3.163;4.7
44;"1039";"334";"31";114;66;633;660;27;11.388;17.1
45;"968";"14";"30";42;501;638;649;11;2.432;3.6
46;"506";"56";"20";160;160;643;692;49;18.913;28.4
47;"969";"16";"30";501;99;660;684;24;9.092;13.6
48;"1040";"336";"31";66;114;671;699;28;10.178;15.3
49;"943";"128";"29";42;159;674;700;26;11.047;16.6
50;"970";"19";"30";99;501;687;709;22;7.145;10.7
51;"507";"59";"20";160;160;703;752;49;18.913;28.4
52;"1041";"338";"31";114;66;703;730;27;11.388;17.1
53;"944";"130";"29";159;14;704;732;28;11.702;17.6
54;"971";"21";"30";501;42;720;733;13;4.347;6.5
55;"945";"132";"29";14;42;738;747;9;3.163;4.7
56;"1042";"340";"31";66;114;741;769;28;10.178;15.3
57;"972";"25";"30";42;501;758;769;11;2.432;3.6
58;"499";"32";"20";160;160;763;812;49;18.913;28.4
59;"995";"257";"30";42;99;773;784;11;4.159;6.2
60;"946";"137";"29";42;159;779;805;26;11.047;16.6
61;"1026";"108";"31";25;66;779;795;16;6.472;9.7
62;"973";"27";"30";501;42;780;793;13;4.347;6.5
63;"1043";"342";"31";114;42;783;796;13;4.917;7.4
64;"996";"260";"30";99;42;787;798;11;3.872;5.8
65;"1027";"110";"31";66;114;801;829;28;10.178;15.3
66;"947";"139";"29";159;42;807;830;23;10.305;15.5
67;"1009";"51";"31";42;66;816;830;14;5.729;8.6
