Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
0;"0";"1000";"0";28;28;240;240;0;0.0;0.0
1;"886";"126";"27";115;49;295;325;30;11.856;17.8
2;"925";"596";"27";25;115;306;324;18;7.217;10.8
3;"879";"106";"27";115;49;310;340;30;11.856;17.8
4;"926";"598";"27";115;49;325;355;30;11.856;17.8
5;"891";"192";"27";25;115;326;344;18;7.217;10.8
6;"887";"128";"27";49;115;327;359;32;12.888;19.3
7;"892";"194";"27";115;49;345;375;30;11.856;17.8
8;"880";"108";"27";49;115;347;379;32;12.888;19.3
9;"888";"130";"27";115;49;360;390;30;11.856;17.8
10;"927";"600";"27";49;115;362;394;32;12.888;19.3
11;"881";"110";"27";115;49;380;410;30;11.856;17.8
12;"893";"196";"27";49;115;382;414;32;12.888;19.3
13;"928";"602";"27";115;25;395;415;20;7.885;11.8
14;"889";"132";"27";49;115;397;429;32;12.888;19.3
15;"894";"198";"27";115;49;415;445;30;11.856;17.8
16;"882";"112";"27";49;115;417;449;32;12.888;19.3
17;"929";"606";"27";25;115;421;439;18;7.217;10.8
18;"890";"134";"27";115;25;430;450;20;7.885;11.8
19;"930";"608";"27";115;25;440;460;20;7.885;11.8
20;"883";"114";"27";115;25;450;470;20;7.885;11.8
21;"895";"200";"27";49;115;452;484;32;12.888;19.3
22;"914";"453";"27";49;25;487;501;14;5.053;7.6
23;"896";"202";"27";115;25;490;510;20;7.885;11.8
24;"884";"119";"27";25;115;496;514;18;7.217;10.8
25;"915";"457";"27";25;49;515;525;10;3.236;4.9
26;"885";"121";"27";115;25;520;540;20;7.885;11.8
27;"916";"459";"27";49;25;532;546;14;5.053;7.6
28;"897";"207";"27";25;115;551;569;18;7.217;10.8
29;"898";"209";"27";115;25;570;590;20;7.885;11.8
30;"899";"213";"27";25;115;601;619;18;7.217;10.8
31;"900";"215";"27";115;49;620;650;30;11.856;17.8
32;"901";"217";"27";49;115;657;689;32;12.888;19.3
33;"902";"219";"27";115;25;695;715;20;7.885;11.8
34;"907";"432";"27";25;49;730;740;10;3.236;4.9
35;"903";"224";"27";25;115;731;749;18;7.217;10.8
36;"908";"434";"27";49;115;752;784;32;12.888;19.3
37;"904";"226";"27";115;25;755;775;20;7.885;11.8
38;"909";"436";"27";115;49;785;815;30;11.856;17.8
39;"905";"231";"27";25;115;791;809;18;7.217;10.8
40;"906";"233";"27";115;25;810;830;20;7.885;11.8
41;"854";"4";"27";25;115;816;834;18;7.217;10.8
42;"910";"438";"27";49;115;822;854;32;12.888;19.3
43;"855";"6";"27";115;49;835;865;30;11.856;17.8
44;"917";"567";"27";25;115;851;869;18;7.217;10.8
45;"911";"440";"27";115;25;865;885;20;7.885;11.8
46;"862";"27";"27";25;115;871;889;18;7.217;10.8
47;"856";"8";"27";49;115;872;904;32;12.888;19.3
48;"918";"569";"27";115;25;880;900;20;7.885;11.8
49;"863";"29";"27";115;49;895;925;30;11.856;17.8
50;"912";"445";"27";25;115;911;929;18;7.217;10.8
51;"857";"10";"27";115;25;915;935;20;7.885;11.8
52;"919";"574";"27";25;115;926;944;18;7.217;10.8
53;"864";"31";"27";49;115;932;964;32;12.888;19.3
54;"913";"447";"27";115;25;935;955;20;7.885;11.8
55;"920";"576";"27";115;25;955;975;20;7.885;11.8
56;"858";"15";"27";25;115;966;984;18;7.217;10.8
57;"865";"33";"27";115;25;970;990;20;7.885;11.8
58;"859";"17";"27";115;49;985;1015;30;11.856;17.8
59;"921";"581";"27";25;115;996;1014;18;7.217;10.8
60;"866";"38";"27";25;115;1016;1034;18;7.217;10.8
61;"922";"583";"27";115;25;1020;1040;20;7.885;11.8
62;"860";"19";"27";49;115;1022;1054;32;12.888;19.3
63;"867";"40";"27";115;49;1040;1070;30;11.856;17.8
64;"923";"588";"27";25;115;1056;1074;18;7.217;10.8
65;"861";"21";"27";115;25;1060;1080;20;7.885;11.8
66;"924";"590";"27";115;25;1080;1098;18;7.885;11.8
67;"868";"42";"27";49;25;1082;1095;13;5.053;7.6
68;"869";"44";"27";25;115;1116;1133;17;7.217;10.8
69;"870";"46";"27";115;25;1150;1168;18;7.885;11.8
70;"871";"50";"27";25;115;1176;1193;17;7.217;10.8
71;"872";"52";"27";115;25;1200;1218;18;7.885;11.8
72;"873";"57";"27";25;115;1236;1253;17;7.217;10.8
73;"874";"59";"27";115;25;1260;1278;18;7.885;11.8
74;"875";"64";"27";25;115;1286;1303;17;7.217;10.8
75;"876";"66";"27";115;49;1305;1331;26;11.856;17.8
76;"877";"68";"27";49;115;1332;1367;35;12.888;19.3
77;"878";"70";"27";115;25;1368;1383;15;6.106;9.2
78;"0";"1000";"0";28;28;1680;1680;0;0.0;0.0
