Index;ID;Spoj;Linka;ZastavkaStart;ZastavkaFinish;CasStart;CasFinish;Trvanie;Vzdialenost;Spotreba
0;"0";"1000";"0";28;28;240;240;0;0.0;0.0
1;"886";"126";"27";115;49;295;325;30;11.856;17.8
2;"933";"99";"29";159;14;297;325;28;11.702;17.6
3;"833";"186";"26";72;58;301;330;29;9.99;15.0
4;"925";"596";"27";25;115;306;324;18;7.217;10.8
5;"879";"106";"27";115;49;310;340;30;11.856;17.8
6;"816";"78";"26";72;58;316;345;29;9.99;15.0
7;"805";"39";"26";72;58;321;350;29;9.99;15.0
8;"926";"598";"27";115;49;325;355;30;11.856;17.8
9;"891";"192";"27";25;115;326;344;18;7.217;10.8
10;"934";"101";"29";14;159;326;358;32;14.148;21.2
11;"843";"218";"26";60;72;327;353;26;8.389;12.6
12;"887";"128";"27";49;115;327;359;32;12.888;19.3
13;"834";"188";"26";58;72;333;363;30;9.569;14.4
14;"892";"194";"27";115;49;345;375;30;11.856;17.8
15;"880";"108";"27";49;115;347;379;32;12.888;19.3
16;"817";"80";"26";58;72;353;383;30;9.569;14.4
17;"844";"222";"26";72;58;356;385;29;9.99;15.0
18;"935";"103";"29";159;42;359;382;23;10.305;15.5
19;"888";"130";"27";115;49;360;390;30;11.856;17.8
20;"927";"600";"27";49;115;362;394;32;12.888;19.3
21;"835";"192";"26";72;58;371;400;29;9.99;15.0
22;"881";"110";"27";115;49;380;410;30;11.856;17.8
23;"893";"196";"27";49;115;382;414;32;12.888;19.3
24;"806";"41";"26";58;72;383;413;30;9.569;14.4
25;"818";"84";"26";72;58;388;417;29;9.99;15.0
26;"936";"108";"29";42;159;389;415;26;11.047;16.6
27;"845";"224";"26";58;72;393;423;30;9.569;14.4
28;"928";"602";"27";115;25;395;415;20;7.885;11.8
29;"889";"132";"27";49;115;397;429;32;12.888;19.3
30;"836";"194";"26";58;72;413;443;30;9.569;14.4
31;"894";"198";"27";115;49;415;445;30;11.856;17.8
32;"807";"45";"26";72;58;416;445;29;9.99;15.0
33;"882";"112";"27";49;115;417;449;32;12.888;19.3
34;"937";"110";"29";159;14;419;447;28;11.702;17.6
35;"929";"606";"27";25;115;421;439;18;7.217;10.8
36;"819";"86";"26";58;72;425;455;30;9.569;14.4
37;"890";"134";"27";115;25;430;450;20;7.885;11.8
38;"846";"228";"26";72;58;431;460;29;9.99;15.0
39;"930";"608";"27";115;25;440;460;20;7.885;11.8
40;"837";"198";"26";72;58;446;475;29;9.99;15.0
41;"808";"47";"26";58;72;448;478;30;9.569;14.4
42;"883";"114";"27";115;25;450;470;20;7.885;11.8
43;"895";"200";"27";49;115;452;484;32;12.888;19.3
44;"938";"112";"29";14;159;453;485;32;14.148;21.2
45;"847";"230";"26";58;42;483;499;16;4.682;7.0
46;"914";"453";"27";49;25;487;501;14;5.053;7.6
47;"939";"114";"29";159;42;489;512;23;10.305;15.5
48;"896";"202";"27";115;25;490;510;20;7.885;11.8
49;"884";"119";"27";25;115;496;514;18;7.217;10.8
50;"838";"200";"26";58;72;513;543;30;9.569;14.4
51;"915";"457";"27";25;49;515;525;10;3.236;4.9
52;"885";"121";"27";115;25;520;540;20;7.885;11.8
53;"916";"459";"27";49;25;532;546;14;5.053;7.6
54;"897";"207";"27";25;115;551;569;18;7.217;10.8
55;"940";"119";"29";42;159;554;580;26;11.047;16.6
56;"839";"204";"26";72;58;555;584;29;9.99;15.0
57;"898";"209";"27";115;25;570;590;20;7.885;11.8
58;"941";"121";"29";159;14;584;612;28;11.702;17.6
59;"840";"206";"26";58;72;593;623;30;9.569;14.4
60;"899";"213";"27";25;115;601;619;18;7.217;10.8
61;"942";"123";"29";14;42;618;627;9;3.163;4.7
62;"900";"215";"27";115;49;620;650;30;11.856;17.8
63;"841";"209";"26";72;58;625;654;29;9.99;15.0
64;"901";"217";"27";49;115;657;689;32;12.888;19.3
65;"842";"211";"26";58;42;663;679;16;4.682;7.0
66;"943";"128";"29";42;159;674;700;26;11.047;16.6
67;"809";"52";"26";72;58;690;719;29;9.99;15.0
68;"902";"219";"27";115;25;695;715;20;7.885;11.8
69;"944";"130";"29";159;14;704;732;28;11.702;17.6
70;"810";"54";"26";58;72;726;756;30;9.569;14.4
71;"907";"432";"27";25;49;730;740;10;3.236;4.9
72;"903";"224";"27";25;115;731;749;18;7.217;10.8
73;"945";"132";"29";14;42;738;747;9;3.163;4.7
74;"908";"434";"27";49;115;752;784;32;12.888;19.3
75;"904";"226";"27";115;25;755;775;20;7.885;11.8
76;"811";"58";"26";72;58;760;789;29;9.99;15.0
77;"946";"137";"29";42;159;779;805;26;11.047;16.6
78;"909";"436";"27";115;49;785;815;30;11.856;17.8
79;"905";"231";"27";25;115;791;809;18;7.217;10.8
80;"812";"60";"26";58;72;796;826;30;9.569;14.4
81;"947";"139";"29";159;42;807;830;23;10.305;15.5
82;"906";"233";"27";115;25;810;830;20;7.885;11.8
83;"820";"91";"26";42;58;815;831;16;4.999;7.5
84;"829";"171";"26";72;58;815;844;29;9.99;15.0
85;"854";"4";"27";25;115;816;834;18;7.217;10.8
86;"910";"438";"27";49;115;822;854;32;12.888;19.3
87;"848";"234";"26";72;58;830;859;29;9.99;15.0
88;"855";"6";"27";115;49;835;865;30;11.856;17.8
89;"821";"93";"26";58;72;843;873;30;9.569;14.4
90;"948";"146";"29";42;159;844;870;26;11.047;16.6
91;"813";"65";"26";72;58;845;874;29;9.99;15.0
92;"830";"173";"26";58;72;851;881;30;9.569;14.4
93;"917";"567";"27";25;115;851;869;18;7.217;10.8
94;"911";"440";"27";115;25;865;885;20;7.885;11.8
95;"862";"27";"27";25;115;871;889;18;7.217;10.8
96;"856";"8";"27";49;115;872;904;32;12.888;19.3
97;"949";"148";"29";159;42;874;897;23;10.305;15.5
98;"822";"96";"26";72;58;875;904;29;9.99;15.0
99;"849";"236";"26";58;72;876;906;30;9.569;14.4
100;"918";"569";"27";115;25;880;900;20;7.885;11.8
101;"863";"29";"27";115;49;895;925;30;11.856;17.8
102;"950";"153";"29";42;159;904;930;26;11.047;16.6
103;"814";"67";"26";58;72;906;936;30;9.569;14.4
104;"831";"178";"26";72;58;910;939;29;9.99;15.0
105;"963";"324";"29";42;14;910;917;7;1.734;2.6
106;"912";"445";"27";25;115;911;929;18;7.217;10.8
107;"857";"10";"27";115;25;915;935;20;7.885;11.8
108;"964";"326";"29";14;42;918;927;9;3.163;4.7
109;"919";"574";"27";25;115;926;944;18;7.217;10.8
110;"864";"31";"27";49;115;932;964;32;12.888;19.3
111;"951";"155";"29";159;42;934;957;23;10.305;15.5
112;"850";"241";"26";72;58;935;964;29;9.99;15.0
113;"913";"447";"27";115;25;935;955;20;7.885;11.8
114;"823";"98";"26";58;72;936;966;30;9.569;14.4
115;"920";"576";"27";115;25;955;975;20;7.885;11.8
116;"952";"159";"29";42;159;964;990;26;11.047;16.6
117;"815";"72";"26";72;42;965;978;13;4.404;6.6
118;"832";"180";"26";58;72;966;996;30;9.569;14.4
119;"858";"15";"27";25;115;966;984;18;7.217;10.8
120;"865";"33";"27";115;25;970;990;20;7.885;11.8
121;"859";"17";"27";115;49;985;1015;30;11.856;17.8
122;"953";"161";"29";159;42;994;1017;23;10.305;15.5
123;"824";"103";"26";72;58;995;1024;29;9.99;15.0
124;"851";"243";"26";58;72;996;1026;30;9.569;14.4
125;"921";"581";"27";25;115;996;1014;18;7.217;10.8
126;"866";"38";"27";25;115;1016;1034;18;7.217;10.8
127;"922";"583";"27";115;25;1020;1040;20;7.885;11.8
128;"860";"19";"27";49;115;1022;1054;32;12.888;19.3
129;"954";"165";"29";42;159;1024;1050;26;11.047;16.6
130;"825";"105";"26";58;72;1026;1056;30;9.569;14.4
131;"852";"247";"26";72;58;1030;1059;29;9.99;15.0
132;"867";"40";"27";115;49;1040;1070;30;11.856;17.8
133;"955";"167";"29";159;14;1054;1082;28;11.702;17.6
134;"923";"588";"27";25;115;1056;1074;18;7.217;10.8
135;"861";"21";"27";115;25;1060;1080;20;7.885;11.8
136;"924";"590";"27";115;25;1080;1098;18;7.885;11.8
137;"868";"42";"27";49;25;1082;1095;13;5.053;7.6
138;"956";"169";"29";14;42;1083;1091;8;3.163;4.7
139;"826";"110";"26";72;42;1085;1098;13;4.404;6.6
140;"853";"249";"26";58;72;1086;1116;30;9.569;14.4
141;"957";"173";"29";42;159;1111;1134;23;11.047;16.6
142;"869";"44";"27";25;115;1116;1133;17;7.217;10.8
143;"870";"46";"27";115;25;1150;1168;18;7.885;11.8
144;"958";"175";"29";159;42;1154;1174;20;10.305;15.5
145;"871";"50";"27";25;115;1176;1193;17;7.217;10.8
146;"872";"52";"27";115;25;1200;1218;18;7.885;11.8
147;"959";"180";"29";42;14;1205;1212;7;1.734;2.6
148;"960";"182";"29";14;42;1213;1221;8;3.163;4.7
149;"961";"186";"29";42;159;1231;1254;23;11.047;16.6
150;"873";"57";"27";25;115;1236;1253;17;7.217;10.8
151;"962";"188";"29";159;42;1259;1279;20;10.305;15.5
152;"874";"59";"27";115;25;1260;1278;18;7.885;11.8
153;"875";"64";"27";25;115;1286;1303;17;7.217;10.8
154;"827";"165";"26";42;58;1303;1315;12;4.999;7.5
155;"876";"66";"27";115;49;1305;1331;26;11.856;17.8
156;"828";"167";"26";58;42;1326;1342;16;4.682;7.0
157;"877";"68";"27";49;115;1332;1367;35;12.888;19.3
158;"931";"91";"29";42;159;1351;1374;23;11.047;16.6
159;"878";"70";"27";115;25;1368;1383;15;6.106;9.2
160;"932";"93";"29";159;42;1375;1392;17;1.835;2.8
161;"0";"1000";"0";28;28;1680;1680;0;0.0;0.0
